id,year,season,scheme,state_name,state_code,district_name,district_code,farmer_count,loanee,non_loanee,area_insured,sum_insured,farmer_share,goi_share,state_share,male,female,transgender,sc,st,obc,gen,marginal,small,other,iu_count,gross_premium,total_farmers,gender_gap_pct,small_marginal_share_pct,loanee_share_pct,non_loanee_share_pct
1681,2019,Kharif,PMFBY,Karnataka,29,Dakshinakannada,534,841,769,72,0.0,0.0,0.0,0.0,0.0,72.73,27.27,0.0,0.0,1.01,29.29,69.7,33.67,46.94,19.39,201,0.0,841,45.46,80.61,91.44,8.56
1682,2019,Kharif,PMFBY,Karnataka,29,Davangere,535,37940,12008,25932,0.03,0.18,0.0,0.0,0.0,77.78,22.22,0.0,3.06,4.08,12.24,80.62,18.18,58.59,23.23,355,0.01,37940,55.56,76.77,31.65,68.35
1683,2019,Kharif,PMFBY,Karnataka,29,Dharwad,536,105770,32599,73171,0.11,0.54,0.02,0.07,0.07,86.87,13.13,0.0,0.0,1.02,13.27,85.71,13.13,39.39,47.48,321,0.16,105770,73.74,52.52,30.82,69.18
1684,2019,Kharif,PMFBY,Karnataka,29,Gadag,537,86670,19325,67345,0.11,0.43,0.01,0.05,0.05,84.85,15.15,0.0,2.04,1.02,18.37,78.57,15.31,43.88,40.81,394,0.1,86670,69.7,59.19,22.3,77.7
1685,2019,Kharif,PMFBY,Karnataka,29,Hasan,Unknown,18177,1381,16796,0.01,0.03,0.0,0.0,0.0,77.78,22.22,0.0,4.08,1.02,16.33,78.57,32.65,53.06,14.29,611,0.01,18177,55.56,85.71,7.6,92.4
1686,2019,Kharif,PMFBY,Karnataka,29,Haveri,540,113856,41240,72616,0.1,0.53,0.01,0.06,0.06,89.9,10.1,0.0,2.06,2.06,11.34,84.54,19.39,53.06,27.55,498,0.13,113856,79.8,72.45,36.22,63.78
1687,2019,Kharif,PMFBY,Karnataka,29,Kalaburgi,Unknown,33734,21053,12681,0.05,0.2,0.0,0.01,0.01,77.78,22.22,0.0,6.12,0.0,20.41,73.47,17.35,41.84,40.81,593,0.03,33734,55.56,59.19,62.41,37.59
1688,2019,Kharif,PMFBY,Karnataka,29,Kodagu,541,689,680,9,0.0,0.0,0.0,0.0,0.0,86.87,13.13,0.0,3.06,0.0,9.18,87.76,24.49,68.37,7.14,108,0.0,689,73.74,92.86,98.69,1.31
1689,2019,Kharif,PMFBY,Karnataka,29,Kolar,542,23879,1304,22575,0.01,0.04,0.0,0.0,0.0,84.85,15.15,0.0,8.25,2.06,17.53,72.16,37.76,37.76,24.48,300,0.01,23879,69.7,75.52,5.46,94.54
1690,2019,Kharif,PMFBY,Karnataka,29,Koppal,543,25860,10250,15610,0.03,0.14,0.0,0.01,0.01,81.82,18.18,0.0,2.04,3.06,25.51,69.39,11.11,44.44,44.45,525,0.03,25860,63.64,55.55,39.64,60.36
1691,2019,Kharif,PMFBY,Karnataka,29,Mandya,544,35554,775,34779,0.01,0.04,0.0,0.0,0.0,75.76,24.24,0.0,2.02,0.0,26.26,71.72,21.43,66.33,12.24,534,0.01,35554,51.52,87.76,2.18,97.82
1692,2019,Kharif,PMFBY,Karnataka,29,Mysuru,545,14036,544,13492,0.01,0.03,0.0,0.0,0.0,80.81,19.19,0.0,5.1,3.06,36.73,55.11,24.49,52.04,23.47,637,0.0,14036,61.62,76.53,3.88,96.12
1693,2019,Kharif,PMFBY,Karnataka,29,Raichur,546,104831,22629,82202,0.13,0.68,0.02,0.06,0.06,76.77,23.23,0.0,7.07,11.11,42.42,39.4,12.24,64.29,23.47,559,0.14,104831,53.54,76.53,21.59,78.41
1694,2019,Kharif,PMFBY,Karnataka,29,Ramanagara,631,6644,168,6476,0.0,0.01,0.0,0.0,0.0,78.79,21.21,0.0,5.15,0.0,34.02,60.83,45.92,44.9,9.18,268,0.0,6644,57.58,90.82,2.53,97.47
1695,2019,Kharif,PMFBY,Karnataka,29,Shivamogga,547,34806,20454,14352,0.02,0.16,0.0,0.01,0.01,80.81,19.19,0.0,6.19,1.03,9.28,83.5,19.39,62.24,18.37,640,0.03,34806,61.62,81.63,58.77,41.23
1696,2019,Kharif,PMFBY,Karnataka,29,Tumakuru,548,128710,11220,117490,0.09,0.35,0.01,0.04,0.04,74.75,25.25,0.0,4.08,3.06,23.47,69.39,25.25,55.56,19.19,889,0.09,128710,49.5,80.81,8.72,91.28
1697,2019,Kharif,PMFBY,Karnataka,29,Udupi,549,3973,3448,525,0.0,0.0,0.0,0.0,0.0,54.55,45.45,0.0,0.0,1.01,15.15,83.84,12.24,74.49,13.27,163,0.0,3973,9.1,86.73,86.79,13.21
1698,2019,Kharif,PMFBY,Karnataka,29,Uttarkannada,Unknown,95262,94634,628,0.04,0.22,0.0,0.05,0.05,83.84,16.16,0.0,3.06,1.02,7.14,88.78,6.12,82.65,11.23,300,0.09,95262,67.68,88.77,99.34,0.66
1699,2019,Kharif,PMFBY,Karnataka,29,Vijayapura,530,19971,6979,12992,0.03,0.11,0.0,0.01,0.01,83.84,16.16,0.0,4.08,0.0,23.47,72.45,11.22,45.92,42.86,662,0.03,19971,67.68,57.14,34.95,65.05
1700,2019,Kharif,PMFBY,Karnataka,29,Yadgiri,Unknown,20906,13821,7085,0.02,0.13,0.0,0.01,0.01,80.81,19.19,0.0,6.19,3.09,22.68,68.04,18.18,45.45,36.37,409,0.03,20906,61.62,63.63,66.11,33.89
1701,2019,Kharif,WBCIS,Karnataka,29,Bagalkot,Unknown,810,468,342,0.0,0.01,0.0,0.0,0.0,90.91,9.09,0.0,2.04,1.02,25.51,71.43,8.16,48.98,42.86,137,0.0,810,81.82,57.14,57.78,42.22
1702,2019,Kharif,WBCIS,Karnataka,29,Ballari,528,1026,618,408,0.0,0.01,0.0,0.0,0.0,85.86,14.14,0.0,7.14,7.14,19.39,66.33,6.06,19.19,74.75,391,0.0,1026,71.72,25.25,60.23,39.77
1703,2019,Kharif,WBCIS,Karnataka,29,Belagavi,527,417,217,200,0.0,0.0,0.0,0.0,0.0,89.9,10.1,0.0,0.0,0.0,22.45,77.55,9.18,33.67,57.15,276,0.0,417,79.8,42.85,52.04,47.96
1704,2019,Kharif,WBCIS,Karnataka,29,Bengaluru Rural,526,182,98,84,0.0,0.0,0.0,0.0,0.0,85.86,14.14,0.0,0.0,7.07,26.26,66.67,54.08,30.61,15.31,176,0.0,182,71.72,84.69,53.85,46.15
1705,2019,Kharif,WBCIS,Karnataka,29,Bengaluru Urban,525,24,21,3,0.0,0.0,0.0,0.0,0.0,87.88,12.12,0.0,4.04,0.0,41.41,54.55,71.43,12.24,16.33,130,0.0,24,75.76,83.67,87.5,12.5
1706,2019,Kharif,WBCIS,Karnataka,29,Bidar,529,20,3,17,0.0,0.0,0.0,0.0,0.0,90.0,10.0,0.0,0.0,5.0,20.0,75.0,0.0,80.0,20.0,226,0.0,20,80.0,80.0,15.0,85.0
1707,2019,Kharif,WBCIS,Karnataka,29,Chamarajnagar,Unknown,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
1708,2019,Kharif,WBCIS,Karnataka,29,Chikkaballapur,Unknown,784,416,368,0.0,0.01,0.0,0.0,0.0,82.83,17.17,0.0,2.04,1.02,16.33,80.61,40.82,32.65,26.53,220,0.0,784,65.66,73.47,53.06,46.94
1709,2019,Kharif,WBCIS,Karnataka,29,Chikkamagaluru,532,19404,17961,1443,0.01,0.11,0.01,0.01,0.01,83.84,16.16,0.0,1.02,0.0,21.43,77.55,38.78,36.73,24.49,460,0.03,19404,67.68,75.51,92.56,7.44
1710,2019,Kharif,WBCIS,Karnataka,29,Chitradurga,533,10405,3158,7247,0.01,0.11,0.01,0.01,0.01,78.79,21.21,0.0,2.06,1.03,19.59,77.32,17.17,50.51,32.32,500,0.03,10405,57.58,67.68,30.35,69.65
1711,2019,Kharif,WBCIS,Karnataka,29,Dakshinakannada,534,41188,40874,314,0.01,0.15,0.01,0.02,0.02,80.81,19.19,0.0,1.01,3.03,36.36,59.6,38.38,52.53,9.09,483,0.05,41188,61.62,90.91,99.24,0.76
1712,2019,Kharif,WBCIS,Karnataka,29,Davangere,535,9921,6107,3814,0.01,0.1,0.01,0.02,0.02,83.84,16.16,0.0,2.02,1.01,8.08,88.89,21.43,42.86,35.71,304,0.04,9921,67.68,64.29,61.56,38.44
1713,2019,Kharif,WBCIS,Karnataka,29,Dharwad,536,1056,57,999,0.0,0.01,0.0,0.0,0.0,90.91,9.09,0.0,0.0,0.0,6.12,93.88,11.11,35.35,53.54,47,0.0,1056,81.82,46.46,5.4,94.6
1714,2019,Kharif,WBCIS,Karnataka,29,Gadag,537,5,41647,5,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,20.0,80.0,53,0.0,41652,100.0,20.0,99.99,0.01
1715,2019,Kharif,WBCIS,Karnataka,29,Hasan,Unknown,5751,5276,475,0.0,0.02,0.0,0.0,0.0,82.83,17.17,0.0,1.02,0.0,40.82,58.16,32.65,34.69,32.66,176,0.0,5751,65.66,67.34,91.74,8.26
1716,2019,Kharif,WBCIS,Karnataka,29,Haveri,540,5229,1169,4060,0.0,0.04,0.0,0.0,0.0,91.92,8.08,0.0,2.04,1.02,14.29,82.65,18.18,47.47,34.35,376,0.01,5229,83.84,65.65,22.36,77.64
1717,2019,Kharif,WBCIS,Karnataka,29,Kalaburgi,Unknown,158,111,47,0.0,0.0,0.0,0.0,0.0,86.87,13.13,0.0,10.2,0.0,18.37,71.43,6.06,26.26,67.68,367,0.0,158,73.74,32.32,70.25,29.75
1718,2019,Kharif,WBCIS,Karnataka,29,Kodagu,541,1218,1175,43,0.0,0.0,0.0,0.0,0.0,86.87,13.13,0.0,0.0,0.0,11.22,88.78,26.26,27.27,46.47,193,0.0,1218,73.74,53.53,96.47,3.53
1719,2019,Kharif,WBCIS,Karnataka,29,Kolar,542,2288,140,2148,0.0,0.01,0.0,0.0,0.0,83.84,16.16,0.0,2.06,0.0,16.49,81.45,33.33,34.34,32.33,162,0.0,2288,67.68,67.67,6.12,93.88
1720,2019,Kharif,WBCIS,Karnataka,29,Koppal,543,68,58,10,0.0,0.0,0.0,0.0,0.0,79.8,20.2,0.0,1.02,1.02,10.2,87.76,8.16,20.41,71.43,156,0.0,68,59.6,28.57,85.29,14.71
1721,2019,Kharif,WBCIS,Karnataka,29,Mandya,544,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
1722,2019,Kharif,WBCIS,Karnataka,29,Mysuru,545,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0
1723,2019,Kharif,WBCIS,Karnataka,29,Raichur,546,223,211,12,0.0,0.0,0.0,0.0,0.0,90.91,9.09,0.0,4.08,10.2,30.61,55.11,10.1,21.21,68.69,215,0.0,223,81.82,31.31,94.62,5.38
1724,2019,Kharif,WBCIS,Karnataka,29,Ramanagara,631,1718,422,1296,0.0,0.01,0.0,0.0,0.0,76.77,23.23,0.0,2.04,0.0,37.76,60.2,27.55,63.27,9.18,129,0.0,1718,53.54,90.82,24.56,75.44
1725,2019,Kharif,WBCIS,Karnataka,29,Shivamogga,547,23361,17406,5955,0.01,0.17,0.01,0.02,0.02,83.84,16.16,0.0,2.06,0.0,13.4,84.54,31.31,47.47,21.22,689,0.05,23361,67.68,78.78,74.51,25.49
1726,2019,Kharif,WBCIS,Karnataka,29,Tumakuru,548,26537,6239,20298,0.01,0.19,0.01,0.03,0.03,78.79,21.21,0.0,1.02,1.02,20.41,77.55,27.55,52.04,20.41,889,0.07,26537,57.58,79.59,23.51,76.49
1727,2019,Kharif,WBCIS,Karnataka,29,Udupi,549,5481,5302,179,0.0,0.02,0.0,0.0,0.0,64.65,35.35,0.0,1.01,3.03,23.23,72.73,35.71,51.02,13.27,262,0.01,5481,29.3,86.73,96.73,3.27
1728,2019,Kharif,WBCIS,Karnataka,29,Uttarkannada,Unknown,80267,80004,263,0.02,0.21,0.01,0.03,0.03,87.88,12.12,0.0,0.0,1.01,4.04,94.95,3.06,90.82,6.12,322,0.07,80267,75.76,93.88,99.67,0.33
1729,2019,Kharif,WBCIS,Karnataka,29,Vijayapura,530,988,863,125,0.0,0.01,0.0,0.0,0.0,90.91,9.09,0.0,2.04,0.0,22.45,75.51,10.1,40.4,49.5,392,0.0,988,81.82,50.5,87.35,12.65
1730,2019,Kharif,WBCIS,Karnataka,29,Yadgiri,Unknown,44,44,0,0.0,0.0,0.0,0.0,0.0,90.91,9.09,0.0,0.0,15.31,20.41,64.28,0.0,4.04,95.96,60,0.0,44,81.82,4.04,100.0,0.0
1731,2019,Kharif,PMFBY,Kerala,32,Alappuzha,554,3793,5067,253,4.23,3417.26,68.55,133.17,133.17,64.38,34.89,0.73,0.55,0.06,18.42,80.97,41.02,55.86,3.12,55,334.89,5320,29.49,96.88,95.24,4.76
1732,2019,Kharif,PMFBY,Kerala,32,Ernakulam,555,410,434,0,0.05,105.48,2.43,0.0,0.0,57.83,41.47,0.7,0.0,0.0,12.67,87.33,63.36,35.94,0.7,28,2.43,434,16.36,99.3,100.0,0.0
1733,2019,Kharif,PMFBY,Kerala,32,Idukki,556,153,186,2,0.05,137.03,2.74,0.0,0.0,34.04,65.96,0.0,2.13,0.0,23.94,73.93,15.43,72.34,12.23,23,2.74,188,-31.92,87.77,98.94,1.06
1734,2019,Kharif,PMFBY,Kerala,32,Kannur,557,90,90,1,0.01,25.43,0.51,0.0,0.0,73.63,26.37,0.0,0.0,0.0,14.29,85.71,18.68,81.32,0.0,12,0.51,91,47.26,100.0,98.9,1.1
1735,2019,Kharif,PMFBY,Kerala,32,Kasaragod,558,44,44,0,0.01,17.8,0.44,0.0,0.0,63.64,36.36,0.0,0.0,0.0,22.73,77.27,59.09,27.27,13.64,10,0.44,44,27.28,86.36,100.0,0.0
1736,2019,Kharif,PMFBY,Kerala,32,Kollam,559,170,181,4,0.01,37.31,0.75,0.0,0.0,63.78,35.68,0.54,0.0,1.08,30.27,68.65,44.86,54.05,1.09,19,0.75,185,28.1,98.91,97.84,2.16
1737,2019,Kharif,PMFBY,Kerala,32,Kottayam,560,499,691,63,0.37,352.16,7.04,2.56,2.56,74.93,25.07,0.0,1.06,0.27,42.97,55.7,46.95,51.33,1.72,45,12.16,754,49.86,98.28,91.64,8.36
1738,2019,Kharif,PMFBY,Kerala,32,Kozhikode,561,20,20,0,0.0,6.36,0.19,0.0,0.0,100.0,0.0,0.0,0.0,0.0,30.0,70.0,25.0,55.0,20.0,9,0.19,20,100.0,80.0,100.0,0.0
1739,2019,Kharif,PMFBY,Kerala,32,Malappuram,562,45,65,1,0.03,88.18,1.76,0.0,0.0,80.3,19.7,0.0,0.0,0.0,34.85,65.15,50.0,28.79,21.21,29,1.76,66,60.6,78.79,98.48,1.52
1740,2019,Kharif,PMFBY,Kerala,32,Palakkad,563,455,509,18,0.2,593.5,14.83,0.0,0.0,70.97,29.03,0.0,0.38,0.19,60.34,39.09,35.29,59.2,5.51,55,14.83,527,41.94,94.49,96.58,3.42
1741,2019,Kharif,PMFBY,Kerala,32,Pathanamthitta,564,64,94,1,0.04,43.23,0.86,1.16,1.16,68.42,31.58,0.0,0.0,0.0,3.16,96.84,7.37,91.58,1.05,12,3.18,95,36.84,98.95,98.95,1.05
1742,2019,Kharif,PMFBY,Kerala,32,Thiruvananthapuram,565,130,162,6,0.03,98.39,1.97,0.0,0.0,58.33,41.67,0.0,0.6,0.0,60.71,38.69,70.24,27.38,2.38,27,1.97,168,16.66,97.62,96.43,3.57
1743,2019,Kharif,PMFBY,Kerala,32,Thrissur,566,92,112,2,0.03,76.3,1.53,0.0,0.0,59.65,39.47,0.88,0.0,0.0,32.46,67.54,57.02,38.6,4.38,29,1.53,114,20.18,95.62,98.25,1.75
1744,2019,Kharif,PMFBY,Kerala,32,Wayanad,567,56,58,7,0.03,95.09,1.44,0.0,0.0,84.62,15.38,0.0,0.0,1.54,20.0,78.46,61.54,26.15,12.31,12,1.44,65,69.24,87.69,89.23,10.77
1745,2019,Kharif,WBCIS,Kerala,32,Ernakulam,555,86,188,5,0.38,227.41,11.23,28.13,28.13,81.35,18.65,0.0,0.0,0.0,5.18,94.82,39.38,12.95,47.67,31,67.49,193,62.7,52.33,97.41,2.59
1746,2019,Kharif,WBCIS,Kerala,32,Idukki,556,1576,1705,140,1.23,581.82,29.02,56.93,56.93,81.3,18.7,0.0,0.43,0.05,16.8,82.72,25.26,61.08,13.66,44,142.88,1845,62.6,86.34,92.41,7.59
1747,2019,Kharif,WBCIS,Kerala,32,Kannur,557,135,166,9,0.03,22.86,1.12,0.9,0.9,73.71,26.29,0.0,0.57,0.0,14.86,84.57,55.43,41.71,2.86,18,2.92,175,47.42,97.14,94.86,5.14
1748,2019,Kharif,WBCIS,Kerala,32,Kasaragod,558,1435,1607,3,0.33,325.03,16.22,39.94,39.94,76.52,23.48,0.0,0.19,2.67,28.51,68.63,74.97,20.5,4.53,37,96.1,1610,53.04,95.47,99.81,0.19
1749,2019,Kharif,WBCIS,Kerala,32,Kollam,559,5,4,1,0.0,2.85,0.14,0.21,0.21,40.0,60.0,0.0,0.0,0.0,60.0,40.0,20.0,20.0,60.0,3,0.56,5,-20.0,40.0,80.0,20.0
1750,2019,Kharif,WBCIS,Kerala,32,Kottayam,560,40,41,21,0.14,85.36,4.27,2.39,2.39,70.97,29.03,0.0,0.0,0.0,19.35,80.65,1.61,69.35,29.04,16,9.05,62,41.94,70.96,66.13,33.87
1751,2019,Kharif,WBCIS,Kerala,32,Kozhikode,561,7,9,0,0.01,9.41,0.47,0.41,0.41,88.89,11.11,0.0,0.0,0.0,33.33,66.67,33.33,11.11,55.56,7,1.3,9,77.78,44.44,100.0,0.0
1752,2019,Kharif,WBCIS,Kerala,32,Malappuram,562,107,194,3,0.01,10.54,0.51,0.42,0.42,80.2,17.77,2.03,0.0,0.0,8.63,91.37,6.09,91.88,2.03,13,1.34,197,62.43,97.97,98.48,1.52
1753,2019,Kharif,WBCIS,Kerala,32,Palakkad,563,13581,12520,3561,11.39,9117.71,184.29,1497.91,1497.91,70.16,29.74,0.1,0.69,0.01,85.23,14.07,13.66,84.29,2.05,85,3180.11,16081,40.42,97.95,77.86,22.14
1754,2019,Kharif,WBCIS,Kerala,32,Thiruvananthapuram,565,42,42,1,0.01,10.56,0.52,0.8,0.8,51.16,48.84,0.0,2.33,0.0,37.21,60.46,93.02,4.65,2.33,4,2.13,43,2.32,97.67,97.67,2.33
1755,2019,Kharif,WBCIS,Kerala,32,Thrissur,566,552,496,227,0.21,178.58,4.43,21.7,21.7,69.57,30.29,0.14,3.04,0.41,34.58,61.97,30.01,67.77,2.22,62,47.83,723,39.28,97.78,68.6,31.4
1756,2019,Kharif,WBCIS,Kerala,32,Wayanad,567,398,875,17,0.36,321.4,16.07,17.19,17.19,87.22,12.78,0.0,1.35,0.11,15.58,82.96,54.37,27.47,18.16,22,50.45,892,74.44,81.84,98.09,1.91
1757,2019,Kharif,PMFBY,Madhya Pradesh,23,Agar Malwa,667,49490,64926,14,140.28,50493.3,1009.87,2524.42,2524.42,88.29,11.6,0.11,6.78,1.31,67.11,24.8,15.05,50.27,34.68,240,6058.71,64940,76.69,65.32,99.98,0.02
1758,2019,Kharif,PMFBY,Madhya Pradesh,23,Alirajpur,639,21839,48307,2787,24.03,5016.95,116.16,302.37,302.37,94.41,5.57,0.02,0.37,97.9,0.62,1.11,4.08,92.16,3.76,213,720.9,51094,88.84,96.24,94.55,5.45
1759,2019,Kharif,PMFBY,Madhya Pradesh,23,Anuppur,390,5687,6687,74,12.43,2087.87,41.76,292.05,292.05,87.61,12.34,0.05,5.96,38.07,38.99,16.98,23.07,55.01,21.92,275,625.86,6761,75.27,78.08,98.91,1.09
1760,2019,Kharif,PMFBY,Madhya Pradesh,23,Ashoknagar,391,25387,58714,9,96.27,23660.78,473.21,1183.04,1183.04,94.2,5.66,0.14,8.44,1.27,51.01,39.28,14.63,33.27,52.1,314,2839.29,58723,88.54,47.9,99.98,0.02
1761,2019,Kharif,PMFBY,Madhya Pradesh,23,Balaghat,392,63732,73585,805,83.79,23419.54,468.35,508.6,508.6,78.21,21.73,0.06,3.71,9.06,83.88,3.35,13.78,80.78,5.44,686,1485.55,74390,56.48,94.56,98.92,1.08
1762,2019,Kharif,PMFBY,Madhya Pradesh,23,Barwani,393,57236,99228,758,61.9,17412.48,648.59,1329.17,1329.17,90.06,9.86,0.08,1.88,76.17,17.48,4.47,27.65,57.27,15.08,328,3306.93,99986,80.2,84.92,99.24,0.76
1763,2019,Kharif,PMFBY,Madhya Pradesh,23,Betul,394,86482,128642,5136,210.37,53350.03,1067.03,4562.64,4562.64,84.9,15.02,0.08,5.01,23.82,60.29,10.88,16.14,62.73,21.13,566,10192.31,133778,69.88,78.87,96.16,3.84
1764,2019,Kharif,PMFBY,Madhya Pradesh,23,Bhind,395,8517,13429,7,23.58,3006.75,60.14,77.03,77.03,93.97,5.85,0.18,5.48,0.5,28.37,65.65,10.95,35.38,53.67,223,214.2,13436,88.12,46.33,99.95,0.05
1765,2019,Kharif,PMFBY,Madhya Pradesh,23,Bhopal,396,35004,69185,20,107.46,26912.78,538.25,2311.66,2311.66,89.58,10.28,0.14,3.99,1.2,67.22,27.59,15.57,48.5,35.93,199,5161.57,69205,79.3,64.07,99.97,0.03
1766,2019,Kharif,PMFBY,Madhya Pradesh,23,Burhanpur,397,8025,9359,38,8.13,2696.83,112.37,62.07,62.07,78.68,21.26,0.06,3.77,59.92,31.21,5.1,13.72,76.57,9.71,68,236.51,9397,57.42,90.29,99.6,0.4
1767,2019,Kharif,PMFBY,Madhya Pradesh,23,Chhatarpur,398,15619,19926,1,33.98,6123.71,122.47,216.98,216.98,87.41,12.5,0.09,12.4,2.23,53.05,32.32,20.88,51.09,28.03,56,556.43,19927,74.91,71.97,99.99,0.01
1768,2019,Kharif,PMFBY,Madhya Pradesh,23,Chhindwara,399,70356,99950,648,112.71,26266.44,623.65,1410.93,1410.93,81.75,18.16,0.09,6.21,22.49,60.36,10.94,13.93,65.89,20.18,698,3445.51,100598,63.59,79.82,99.36,0.64
1769,2019,Kharif,PMFBY,Madhya Pradesh,23,Damoh,400,29084,41007,556,86.57,15406.85,308.14,605.62,605.62,87.77,12.13,0.1,5.08,4.99,69.58,20.35,18.01,48.78,33.21,329,1519.38,41563,75.64,66.79,98.66,1.34
1770,2019,Kharif,PMFBY,Madhya Pradesh,23,Datia,401,26331,43552,21,66.71,16649.57,332.99,861.18,861.18,95.56,4.17,0.27,6.92,0.63,71.78,20.67,12.13,54.07,33.8,115,2055.35,43573,91.39,66.2,99.95,0.05
1771,2019,Kharif,PMFBY,Madhya Pradesh,23,Dewas,402,132468,212896,711,410.78,98159.22,1966.24,8318.25,8318.25,87.8,12.1,0.1,5.51,8.43,57.13,28.93,11.21,57.92,30.87,517,18602.74,213607,75.7,69.13,99.67,0.33
1772,2019,Kharif,PMFBY,Madhya Pradesh,23,Dhar,403,104443,153603,527,254.23,61453.18,1519.68,2071.3,2071.3,87.24,12.68,0.08,2.53,29.86,45.0,22.61,13.21,56.98,29.81,658,5662.28,154130,74.56,70.19,99.66,0.34
1773,2019,Kharif,PMFBY,Madhya Pradesh,23,Dindori,404,10135,10277,1725,14.57,2657.21,53.14,46.03,46.03,82.81,17.1,0.09,5.45,48.32,43.32,2.91,12.3,74.81,12.89,348,145.2,12002,65.71,87.11,85.63,14.37
1774,2019,Kharif,PMFBY,Madhya Pradesh,23,Guna,406,31460,58386,16,112.46,27747.55,554.95,1662.08,1662.08,93.31,6.49,0.2,4.99,3.48,66.01,25.52,11.41,30.5,58.09,438,3879.11,58402,86.82,41.91,99.97,0.03
1775,2019,Kharif,PMFBY,Madhya Pradesh,23,Gwalior,407,11278,17454,51,34.87,8480.77,169.62,357.16,357.16,91.84,7.96,0.2,6.03,1.05,58.77,34.15,17.1,32.58,50.32,244,883.94,17505,83.88,49.68,99.71,0.29
1776,2019,Kharif,PMFBY,Madhya Pradesh,23,Harda,408,42919,70525,74,167.24,43743.61,874.87,4750.55,4750.55,86.12,13.75,0.13,3.94,4.43,60.38,31.25,11.27,31.93,56.8,197,10375.97,70599,72.37,43.2,99.9,0.1
1777,2019,Kharif,PMFBY,Madhya Pradesh,23,Hoshangabad,Unknown,73208,113972,61,248.2,70153.94,1403.08,3198.67,3198.67,87.67,12.2,0.13,4.36,4.64,59.17,31.83,14.15,40.97,44.88,413,7800.42,114033,75.47,55.12,99.95,0.05
1778,2019,Kharif,PMFBY,Madhya Pradesh,23,Indore,410,71063,95689,13606,210.1,63031.48,1260.63,4727.36,4727.36,82.34,17.44,0.22,3.52,3.42,66.26,26.8,17.07,48.43,34.5,320,10715.35,109295,64.9,65.5,87.55,12.45
1779,2019,Kharif,PMFBY,Madhya Pradesh,23,Jabalpur,411,27678,35175,154,61.76,14512.8,290.26,976.61,976.61,87.87,12.03,0.1,2.08,5.84,70.51,21.57,23.44,53.22,23.34,419,2243.48,35329,75.84,76.66,99.56,0.44
1780,2019,Kharif,PMFBY,Madhya Pradesh,23,Jhabua,412,31986,53672,1910,31.2,7802.3,175.42,435.04,435.04,90.99,8.97,0.04,0.6,85.37,9.19,4.84,2.68,92.35,4.97,323,1045.5,55582,82.02,95.03,96.56,3.44
1781,2019,Kharif,PMFBY,Madhya Pradesh,23,Katni,413,17164,21040,598,40.86,10187.53,203.74,222.52,222.52,89.53,10.35,0.12,3.54,5.64,61.39,29.43,18.03,53.4,28.57,399,648.78,21638,79.18,71.43,97.24,2.76
1782,2019,Kharif,PMFBY,Madhya Pradesh,23,Khandwa (East Nimar),Unknown,76327,111283,951,154.04,47389.8,1132.42,5132.79,5132.79,84.91,15.01,0.08,4.2,18.91,50.36,26.53,11.01,65.8,23.19,413,11398.0,112234,69.9,76.81,99.15,0.85
1783,2019,Kharif,PMFBY,Madhya Pradesh,23,Khargone (West Nimar),Unknown,135297,204140,737,126.61,51502.85,2381.65,332.08,332.08,84.56,15.36,0.08,3.16,25.89,56.58,14.37,26.28,55.31,18.41,391,3045.81,204877,69.2,81.59,99.64,0.36
1784,2019,Kharif,PMFBY,Madhya Pradesh,23,Mandla,415,14013,15844,470,23.48,4563.34,91.27,155.18,155.18,82.36,17.59,0.05,4.39,41.52,46.28,7.81,11.63,75.89,12.48,446,401.63,16314,64.77,87.52,97.12,2.88
1785,2019,Kharif,PMFBY,Madhya Pradesh,23,Mandsaur,416,97477,137279,576,160.01,64674.43,1293.49,3264.34,3264.34,83.18,16.71,0.11,11.68,2.21,63.7,22.41,7.92,64.28,27.8,449,7822.17,137855,66.47,72.2,99.58,0.42
1786,2019,Kharif,PMFBY,Madhya Pradesh,23,Morena,417,8779,12190,444,17.05,3192.33,63.85,94.77,94.77,95.39,4.54,0.07,4.56,0.3,44.25,50.89,16.4,51.13,32.47,455,253.39,12634,90.85,67.53,96.49,3.51
1787,2019,Kharif,PMFBY,Madhya Pradesh,23,Narsimhapur,Unknown,46672,73751,150,118.07,22179.59,432.43,1323.92,1323.92,88.52,11.33,0.15,4.14,5.72,67.56,22.58,14.01,44.99,41.0,454,3080.27,73901,77.19,59.0,99.8,0.2
1788,2019,Kharif,PMFBY,Madhya Pradesh,23,Neemuch,419,51868,77364,308,85.0,34401.33,688.03,1203.88,1203.88,83.81,16.04,0.15,7.17,3.56,68.56,20.71,9.85,67.4,22.75,250,3095.79,77672,67.77,77.25,99.6,0.4
